id;item_name;cas_number;stock_book_folio;item_manufacturer;item_capacity;unit_price;total_quantity;minimum_quantity;item_status;created_on;last_updated;sdsfile;sdsfile_content_type;inv_storage_id;storage_unit_id;store_id
197;Molicular Sleve;123-45-67;03-73;NULL;1;21716.4;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
198;Molybdinum;123-45-67;03-92;NULL;500;2400;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
199;Nickel(Fine Powder);123-45-67;03-95;NULL;500;29186.3;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
200;Nickel Acetate;123-45-67;03-96;NULL;500;10173;12;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
201;Nickel Alu Alloy;123-45-67;03-96;NULL;250;28182.1;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
202;Nickel Alu Alloy;123-45-67;03-99;NULL;500;731.46;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
203;Nickel carbonate;123-45-67;03-99;NULL;500;111.05;14;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
204;Nickel Sulphate;123-45-67;03-105;NULL;500;5789;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
205;Nickel Sulphate;123-45-67;03-108;NULL;1;7676.28;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
206;Potassium Asernate ;123-45-67;03-111;NULL;100;58367;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
207;Potassium Bromate;123-45-67;03-114;NULL;500;3220;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
208;Potassium Bromide;123-45-67;03-116;NULL;500;2374.5;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
209;Potassium Bromide;123-45-67;03-116;NULL;100;10925;10;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
210;Potassium carbonate anhydrous;123-45-67;03-116;NULL;5;2400;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
211;Potassium carbonate anhydrous;123-45-67;03-116;NULL;500;1725;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
212;Potassium Chloride;123-45-67;03-119;NULL;500;12340.9;9;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
213;Potassium chromate;123-45-67;03-119;NULL;500;305.6;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
214;Potassium Citrate;123-45-67;03-124;NULL;500;2102;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
215;Potassium Cyanide;123-45-67;03-122;NULL;250;1350;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
216;Potassium Dichromate;123-45-67;03-122;NULL;500;2469.48;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
217;Potassium Dichromate;123-45-67;03-126;NULL;3;1150;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
218;Potassium Dichromate;123-45-67;03-131;NULL;250;5192.25;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
219;Potassium Dichromate;123-45-67;03-135;NULL;2;1450;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
220;Potassium dihydrogen ortho Phosphate;123-45-67;03-135;NULL;3;81999;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
221;Potassium dihydrogen ortho Phosphate;123-45-67;03-138;NULL;500;1850;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
222;Potassium Ferro Cyanaide;123-45-67;03-138;NULL;500;10324;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
223;Potassium ferric cyanide;123-45-67;03-141;NULL;1;1480;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
224;Potassium ferric cyanide;123-45-67;03-141;NULL;500;2450;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
225;Potassium Fluoride;123-45-67;03-148;NULL;100;8493;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
226;Potassium Hydrogen Phthalate ;123-45-67;03-153;NULL;500;5334;4;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
227;Potassium Hydroxide;123-45-67;03-153;NULL;1;1650;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
228;Potassium Hydroxide;123-45-67;03-154;NULL;500;1167.5;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
229;Potassium Iodate;123-45-67;03-154;NULL;100;17873.1;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
230;Potassium Iodate;123-45-67;03-156;NULL;500;14497;6;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
231;Potassium iodide;123-45-67;03-156;NULL;1;18529.9;7;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
232;Potassium iodide;123-45-67;03-158;NULL;500;7200;9;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
233;Potassium Nitrate;123-45-67;03-160;NULL;500;1350;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
234;Potassium Meta periodate;123-45-67;03-164;NULL;500;44104.5;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
235;Potassium Meta periodate;123-45-67;03-164;NULL;100;8820.2;6;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
236;Sodium Hydrogen Selanide;123-45-67;03-166;NULL;100;1450;0;1;NEW;2020-10-15 18:27:59;2020-10-28 09:22:26;NULL;NULL;1;1;9
237;Sodium Hydrogen Selanide;123-45-67;03-172;NULL;10;1600;10;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
238;Potassium Oxalate;123-45-67;03-172;NULL;500;10368.9;7;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
239;Potassium Oxalate;123-45-67;03-177;NULL;3;1350;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
240;Potassium Per Chlorate;123-45-67;03-182;NULL;500;1120;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
241;Potassium Permanganate;123-45-67;03-184;NULL;500;1340;8;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
242;Potassium periodate ;123-45-67;03-185;NULL;100;6400;4;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
243;Potassium periodate ;123-45-67;03-187;NULL;500;27105.3;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
244;Potassium Persulphate;123-45-67;03-188;NULL;500;3726.13;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
245;Potassium Sulphate;123-45-67;03-190;NULL;500;4396.84;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
246;Potassium Sulphate;123-45-67;03-192;NULL;250;5404.87;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
247;Potassium Sodium Tartarate;123-45-67;03-192;NULL;500;2849.4;17;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
248;Potassium Thiocyanate;123-45-67;03-192;NULL;500;4000;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
249;Potassium Thiosulphate;123-45-67;03-192;NULL;500;21176;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
250;Pumice stone 4-8 mesh;123-45-67;03-195;NULL;500;1774.74;7;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
251;Pumice stone 8-20 mesh;123-45-67;03-197;NULL;500;285.41;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
252;Pumice stone 10-24 mesh;123-45-67;03-197;NULL;500;14592.7;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
253;Pumice stone 22-60 mesh;123-45-67;03-199;NULL;500;380.47;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
254;Silica Preacipitated ;123-45-67;03-200;NULL;500;1250;21;1;NEW;2020-10-15 18:27:59;2020-10-30 08:42:18;NULL;NULL;1;1;9
255;Silica Preacipitated ;123-45-67;03-203;NULL;100;250;14;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
256;Silica Preacipitated ;123-45-67;03-208;NULL;200;500;7;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
257;Silica Preacipitated ;123-45-67;03-208;NULL;1;1875;11;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
258;Silver Sulphate;123-45-67;03-208;NULL;25;7624;12;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
259;Soda Lime;123-45-67;03-212;NULL;500;1424.7;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
260;Soda Lime;123-45-67;03-213;NULL;5;1420;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
261;Sodium metal;123-45-67;03-213;NULL;500;58416;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
262;Sodium Acetate;123-45-67;03-217;NULL;500;1519.68;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
263;Sodium Acetate Anhydrus;123-45-67;03-222;NULL;500;1519.68;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
264;Sodium Arsenate dried;123-45-67;03-226;NULL;250;14645.9;6;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
265;Sodium Arsenate dried;123-45-67;03-226;NULL;100;23952.5;6;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
266;Sodium Arsenate dried;123-45-67;03-228;NULL;500;1350;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
267;Sodium Arsenite;123-45-67;03-230;NULL;100;24157.2;7;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
268;Sodium azide;123-45-67;03-237;NULL;250;1600;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
269;Sodium azide;123-45-67;03-237;NULL;25;1800;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
270;Sodium Bismathate;123-45-67;03-240;NULL;100;13772.1;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
271;Sodium Carbonate;123-45-67;03-240;NULL;500;1519.68;18;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
272;Silver nitrate;123-45-67;03-240;NULL;25;6000;14;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
273;Silver nitrate;123-45-67;03-248;NULL;100;90000;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
274;Sodium chlorate;123-45-67;03-248;NULL;500;63446.6;6;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
275;Sodium chloride;123-45-67;03-249;NULL;2;950;34;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
276;Tri Sodium Citrate;123-45-67;03-249;NULL;1;2171.55;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
277;Tri Sodium Citrate;123-45-67;04-01;NULL;500;4574.13;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
278;Sodium Cobaltnitrite;123-45-67;04-04;NULL;250;17372.3;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
279;Sodium Cobaltnitrite;123-45-67;04-07;NULL;100;11581.9;6;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
280;Sodium Cobaltnitrite;123-45-67;04-11;NULL;500;21390;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
281;Sodium Dithionate;123-45-67;04-11;NULL;250;146.96;9;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
282;Sodium Dithionate;123-45-67;04-14;NULL;100;1650;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
283;Sodium Dihydrogen Orthophosphate;123-45-67;04-21;NULL;500;44824;22;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
284;Sodium Dihydrogen Orthophosphate;123-45-67;01-28;NULL;1;67236;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
285;Sodium Fluoride;123-45-67;04-33;NULL;500;1240;4;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
286;Sodium Formate;123-45-67;04-33;NULL;500;1610;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
287;Sodium Hydrogen Carbonate;123-45-67;04-39;NULL;500;8016;17;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
288;Di Sodium Hydrogen Orthophosphate;123-45-67;04-39;NULL;500;14722;25;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
289;Di Sodium Hydrogen Orthophosphate;123-45-67;04-40;NULL;3;58888;4;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
290;Di Sodium Hydrogen Phosphate;123-45-67;04-45;NULL;500;9880;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
291;Sodium Hydroxide  ;123-45-67;04-47;NULL;500;1092.5;17;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
292;Sodium Hydro Sulphide;123-45-67;04-51;NULL;5;2100;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
293;Sodium Iodide;123-45-67;04-51;NULL;100;3487;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
294;Sodium Iodide;123-45-67;04-55;NULL;250;1350;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
295;Sodium Meta Bisulphit;123-45-67;04-55;NULL;3;278;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
296;Sodium Meta Bisulphit;123-45-67;04-58;NULL;500;94;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
297;Sodium Meta Borate;123-45-67;04-58;NULL;500;11679;7;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
298;Sodium Molybdate;123-45-67;04-60;NULL;500;17295;9;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
299;Sodium Nitrate;123-45-67;04-60;NULL;500;1727;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
300;Sodium Nitrite;123-45-67;04-64;NULL;500;8183;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
301;Sodium Nitrite;123-45-67;04-64;NULL;250;908;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
302;Sodium Nitroprusside;123-45-67;04-66;NULL;100;1132;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
303;Sodium Nitroprusside;123-45-67;04-66;NULL;500;8165;4;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
304;Tri Sodium Ortho Phosphate;123-45-67;04-59;NULL;1;163.66;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
305;Tri Sodium Ortho Phosphate;123-45-67;04-77;NULL;500;1350;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
306;Sodium Oxalate;123-45-67;04-89;NULL;250;208;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
307;Sodium Oxalate;123-45-67;04-95;NULL;500;1560.59;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
308;Sodium Permaganate;123-45-67;04-95;NULL;100;327;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
309;Sodium Permaganate;123-45-67;04-92;NULL;500;14814;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
310;Sodium Persulphate;123-45-67;04-96;NULL;250;477;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
311;Sodium Persulphate;123-45-67;04-97;NULL;500;2256;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
312;Sodium phosphate Dibasic;123-45-67;04-97;NULL;500;1400;9;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
313;Sodium Silicate( Powder);123-45-67;04-100;NULL;500;1800;7;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
314;Sodium Sulphite;123-45-67;04-107;NULL;1;35683;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
315;Sodium D+ Tatrate;123-45-67;04-117;NULL;250;1955;6;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
316;Sodium D+ Tatrate;123-45-67;04-120;NULL;250;3910;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
317;Sodium sulphide;123-45-67;04-129;NULL;500;6842.5;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
318;Sodium Tellurite;123-45-67;04-131;NULL;100;2000;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
319;Sodium Tetra Borate;123-45-67;04-131;NULL;3;468;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
320;Sodium Tetra Borate;123-45-67;04-134;NULL;500;1004;19;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
321;Sodium Thiosulphate;123-45-67;04-138;NULL;500;2000;10;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
322;Stannous Chloride;123-45-67;04-140;NULL;500;13071.6;8;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
323;Strontium arsenate;123-45-67;04-144;NULL;250;2420;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
324;Strontium Chloride;123-45-67;04-147;NULL;500;1450;16;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
325;Stontium nitrate anhydrous;123-45-67;04-147;NULL;500;3589.15;6;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
326;Strontium Sulphate;123-45-67;04-150;NULL;500;350;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
327;Strontium Sulphate;123-45-67;04-156;NULL;250;228;4;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
328;Sulphur Flower Powder;123-45-67;04-162;NULL;500;1620;6;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
329;Telluric acid;123-45-67;04-164;NULL;50;17592;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
330;Tin granulated;123-45-67;04-172;NULL;500;43818;12;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
331;Titanium oxide;123-45-67;04-185;NULL;500;167948;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
332;Zinc Granular;123-45-67;04-186;NULL;500;5281;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
333;Zinc Granular;123-45-67;04-188;NULL;1;1350;4;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
334;Zinc metal powder;123-45-67;04-198;NULL;500;2000;11;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
335;Zinc Acetate;123-45-67;04-201;NULL;500;1785;6;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
336;Zinc Carbonate basic;123-45-67;01-133;NULL;500;1446;6;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
337;Zinc Carbonate basic;123-45-67;01-30;NULL;3;735;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
338;Zinc Chloride granular;123-45-67;02-02;NULL;500;1790;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
339;Zinc Nitrate;123-45-67;02-163;NULL;500;1806;2;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
340;Zinc Sulphate dried;123-45-67;03-66;NULL;1;2800;3;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
341;Zinc Sulphate 7H20;123-45-67;03-127;NULL;500;24716;6;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
342;Zinc Sulphide;123-45-67;04-123;NULL;500;1350;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
343;Ferrous Oxalate;123-45-67;04-179;NULL;500;39500;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
344;Mercury metal;123-45-67;NULL;NULL;500;12500;5;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
345;Barium Dichromate;123-45-67;NULL;NULL;500;850;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
346;Ammonium Acetate;123-45-67;NULL;NULL;500;6808.79;11;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
347;Carborandom medium -600 mesh;123-45-67;NULL;NULL;500;35970.8;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
348;Lead Carbonate;123-45-67;NULL;NULL;1;7352.07;4;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
349;Nickel Ortho Phosphate;123-45-67;NULL;NULL;250;19712.6;11;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
350;Poyassium Hydrogen carbonate;123-45-67;NULL;NULL;1;11064.3;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
351;Strontium Chromate;123-45-67;NULL;NULL;500;20754;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
352;Zinc Oxide;123-45-67;NULL;NULL;10;1350;1;1;NEW;2020-10-15 18:27:59;;NULL;NULL;1;1;9
